path,slot,concept_id,category,location_tier,bytes,content_hash,basename_group,duplicate_count_same_basename,is_production_canonical,wired_in_vocab,wired_in_v2_full,wired_in_golden_path,style_family,style_bible_fit,registry_status,registry_notes,suggested_decision,duplicate_paths_same_basename
assets/images/concepts/illustrations/sexual-self-esteem.png,illustration,sexual-self-esteem,psychological,production,567398,8b07dc59862a6dc1,illustration:sexual-self-esteem,2,true,true,true,false,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/sexual-self-esteem.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/sexual-self-esteem.png,illustration,sexual-self-esteem,psychological,ios-copy,567398,8b07dc59862a6dc1,illustration:sexual-self-esteem,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/sexual-self-esteem.png
assets/_originals/images/concepts/sexual-self-esteem.png,other,sexual-self-esteem,psychological,original,5326832,1358e47ec7922cf5,other:sexual-self-esteem.png,1,false,false,false,false,ethereal-abstract,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/sexual-self-esteem.png,thumbnail,sexual-self-esteem,psychological,production,445014,f91466e5ea09b3f8,thumbnail:sexual-self-esteem,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/sexual-self-esteem.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/sexual-self-esteem.png,thumbnail,sexual-self-esteem,psychological,ios-copy,445014,f91466e5ea09b3f8,thumbnail:sexual-self-esteem,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/sexual-self-esteem.png
native://diagram/shallowing,diagram,shallowing,technique,native-code,,,diagram:shallowing,1,true,true,true,false,interactive-skia,matches,wired,Rendered in ConceptDiagrams.swift + components/diagrams/*.tsx,keep,
assets/images/concepts/illustrations/shallowing.png,illustration,shallowing,technique,production,129558,a0d3eb578e682124,illustration:shallowing,2,true,true,true,false,scientific-anatomical,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/shallowing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/shallowing.png,illustration,shallowing,technique,ios-copy,129558,a0d3eb578e682124,illustration:shallowing,2,false,false,false,false,scientific-anatomical,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/shallowing.png
assets/_originals/images/concepts/shallowing.png,other,shallowing,technique,original,4750350,5444980525f20390,other:shallowing.png,1,false,false,false,false,scientific-anatomical,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/shallowing.png,thumbnail,shallowing,technique,production,413640,623effb6c13fbb2f,thumbnail:shallowing,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/shallowing.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/shallowing.png,thumbnail,shallowing,technique,ios-copy,413640,623effb6c13fbb2f,thumbnail:shallowing,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/shallowing.png
assets/videos/originals/shallowing.mp4,video,shallowing,technique,video-original,695596,f1d304f562bdb760,video:shallowing,1,false,false,false,false,motion,master-archive,,,keep-until-cut,
assets/_originals/images/pathways/solo-exploration.png,pathway,solo-exploration,,original,415248,471cf5456ccc3827,pathway:solo-exploration.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/pathways/solo-exploration.png
assets/images/pathways/solo-exploration.png,pathway,solo-exploration,,shell-production,21993,7214beca8bea2e2c,pathway:solo-exploration.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/pathways/solo-exploration.png
assets/images/concepts/illustrations/spectatoring.png,illustration,spectatoring,psychological,production,101985,f7125467bba16d36,illustration:spectatoring,2,true,true,true,true,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spectatoring.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spectatoring.png,illustration,spectatoring,psychological,ios-copy,101985,f7125467bba16d36,illustration:spectatoring,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/spectatoring.png
assets/_originals/images/concepts/spectatoring.png,other,spectatoring,psychological,original,4899935,1eb870cbecf0c4c2,other:spectatoring.png,1,false,false,false,false,ethereal-abstract,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/spectatoring.png,thumbnail,spectatoring,psychological,production,339811,732934ec4cbf0cc5,thumbnail:spectatoring,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spectatoring.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spectatoring.png,thumbnail,spectatoring,psychological,ios-copy,339811,732934ec4cbf0cc5,thumbnail:spectatoring,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/spectatoring.png
assets/images/concepts/illustrations/spontaneous-desire.png,illustration,spontaneous-desire,timing,production,619240,fa478de19b8cebba,illustration:spontaneous-desire,2,true,true,true,false,ethereal-abstract,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spontaneous-desire.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spontaneous-desire.png,illustration,spontaneous-desire,timing,ios-copy,619240,fa478de19b8cebba,illustration:spontaneous-desire,2,false,false,false,false,ethereal-abstract,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/spontaneous-desire.png
assets/_originals/images/concepts/spontaneous-desire.png,other,spontaneous-desire,timing,original,5041746,64065d7e65b4c026,other:spontaneous-desire.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/spontaneous-desire.png,thumbnail,spontaneous-desire,timing,production,450597,6fffced0e1b2802b,thumbnail:spontaneous-desire,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spontaneous-desire.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spontaneous-desire.png,thumbnail,spontaneous-desire,timing,ios-copy,450597,6fffced0e1b2802b,thumbnail:spontaneous-desire,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/spontaneous-desire.png
assets/images/concepts/illustrations/spreading.png,illustration,spreading,sensation,production,412425,2cb621d7d83f45ca,illustration:spreading,2,true,true,true,false,scientific-warmth-plate,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spreading.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/spreading.png,illustration,spreading,sensation,ios-copy,412425,2cb621d7d83f45ca,illustration:spreading,2,false,false,false,false,scientific-warmth-plate,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/spreading.png
assets/_originals/images/concepts/spreading.png,other,spreading,sensation,original,5458533,f85eb80fed116e03,other:spreading.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/spreading.png,thumbnail,spreading,sensation,production,314199,cdc498375a9f6747,thumbnail:spreading,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spreading.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/spreading.png,thumbnail,spreading,sensation,ios-copy,314199,cdc498375a9f6747,thumbnail:spreading,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/spreading.png
assets/videos/spreading.mp4,video,spreading,sensation,production,1682298,c41f6d86167be5cb,video:spreading,2,true,true,true,false,motion,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/spreading.mp4
ios-native/Sources/PleasureVocabularyApp/Resources/media/videos/spreading.mp4,video,spreading,sensation,ios-copy,1682298,c41f6d86167be5cb,video:spreading,2,false,false,false,false,motion,duplicate,,,consolidate-delete-copy,assets/videos/spreading.mp4
assets/images/concepts/illustrations/warmup-window.png,illustration,warmup-window,timing,production,229150,b896833d8aa1b563,illustration:warmup-window,2,true,true,true,false,scientific-warmth-plate,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/warmup-window.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/illustrations/warmup-window.png,illustration,warmup-window,timing,ios-copy,229150,b896833d8aa1b563,illustration:warmup-window,2,false,false,false,false,scientific-warmth-plate,duplicate,,,consolidate-delete-copy,assets/images/concepts/illustrations/warmup-window.png
assets/_originals/images/concepts/warmup-window.png,other,warmup-window,timing,original,4697380,e38601eceaed3f02,other:warmup-window.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/concepts/thumbnails/warmup-window.png,thumbnail,warmup-window,timing,production,319186,529f7acb7c0b18b9,thumbnail:warmup-window,2,true,true,false,false,abstract-glyph,matches,wired,,keep,ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/warmup-window.png
ios-native/Sources/PleasureVocabularyApp/Resources/media/thumbnails/warmup-window.png,thumbnail,warmup-window,timing,ios-copy,319186,529f7acb7c0b18b9,thumbnail:warmup-window,2,false,false,false,false,abstract-glyph,duplicate,,,consolidate-delete-copy,assets/images/concepts/thumbnails/warmup-window.png
ios-native/AppHost/Assets.xcassets/AppIcon.appiconset/icon-1024.png,app-icon,,,ios-app-icon,505083,253df1f4b5127166,app-icon:icon-1024.png,1,false,false,false,false,unknown,unknown,,,review,
assets/_originals/images/adaptive-icon.png,branding,,,original,17547,5f4c0a732b6325bf,branding:adaptive-icon.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/adaptive-icon.png
assets/_originals/images/aura-background.png,branding,,,original,485181,3ef54e72cfdf97ff,branding:aura-background.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/aura-background.png
assets/_originals/images/favicon.png,branding,,,original,1466,24272cdaeff82cc5,branding:favicon.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/favicon.png
assets/_originals/images/icon.png,branding,,,original,22380,74c64047eb557b13,branding:icon.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/icon.png
assets/_originals/images/splash-icon.png,branding,,,original,17547,5f4c0a732b6325bf,branding:splash-icon.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/splash-icon.png
assets/_originals/images/welcome-background.png,branding,,,original,517730,307098aaf8c637e0,branding:welcome-background.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/welcome-background.png
assets/images/adaptive-icon.png,branding,,,shell-production,17547,5f4c0a732b6325bf,branding:adaptive-icon.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/adaptive-icon.png
assets/images/aura-background.png,branding,,,shell-production,485181,3ef54e72cfdf97ff,branding:aura-background.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/aura-background.png
assets/images/favicon.png,branding,,,shell-production,1466,24272cdaeff82cc5,branding:favicon.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/favicon.png
assets/images/icon.png,branding,,,shell-production,505083,253df1f4b5127166,branding:icon.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/icon.png
assets/images/splash-icon.png,branding,,,shell-production,17547,5f4c0a732b6325bf,branding:splash-icon.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/splash-icon.png
assets/images/welcome-background.png,branding,,,shell-production,517730,307098aaf8c637e0,branding:welcome-background.png,2,false,false,false,false,unknown,unknown,,,review,assets/_originals/images/welcome-background.png
assets/images/ui/communicate/communicate-barriers.png,communicate-ui,,,shell-production,197082,4d7cd712c305a938,communicate-ui:communicate-barriers.png,1,false,false,false,false,unknown,unknown,,,review,
assets/images/ui/communicate/communicate-scripts.png,communicate-ui,,,shell-production,287781,c0e80e0e313eb426,communicate-ui:communicate-scripts.png,1,false,false,false,false,unknown,unknown,,,review,
assets/images/ui/communicate/communicate-starters.png,communicate-ui,,,shell-production,198579,8970a4a8c9dfb24e,communicate-ui:communicate-starters.png,1,false,false,false,false,unknown,unknown,,,review,
assets/_originals/images/icon-angling.png,other,,,original,313197,2fd360a22a91fe9b,other:icon-angling.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/_originals/images/icon-building.png,other,,,original,79286,79ec7f6405697ad8,other:icon-building.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/_originals/images/icon-rocking.png,other,,,original,313141,0f309e4785ddbcc1,other:icon-rocking.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/_originals/images/icon-spreading.png,other,,,original,482361,359b01527a2d016b,other:icon-spreading.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/images/ui/profile/stat-explored.png,profile-ui,,,shell-production,74318,56a9bb174f5266a3,profile-ui:stat-explored.png,1,false,false,false,false,unknown,unknown,,,review,
assets/images/ui/profile/stat-resonates.png,profile-ui,,,shell-production,128324,47e4b1f53b1cc2c9,profile-ui:stat-resonates.png,1,false,false,false,false,unknown,unknown,,,review,
assets/images/ui/profile/tool-communicate.png,profile-ui,,,shell-production,98740,b3d0d0635a23fcfc,profile-ui:tool-communicate.png,1,false,false,false,false,unknown,unknown,,,review,
assets/images/ui/profile/tool-export.png,profile-ui,,,shell-production,18184,0c9c79e813c8921e,profile-ui:tool-export.png,1,false,false,false,false,unknown,unknown,,,review,
assets/_originals/images/ui/category-anatomy.png,shell-ui,,,original,184168,404e9055d6e90d68,shell-ui:category-anatomy.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/category-anatomy.png
assets/_originals/images/ui/category-psychological.png,shell-ui,,,original,167162,8c003c815fd252cc,shell-ui:category-psychological.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/category-psychological.png
assets/_originals/images/ui/category-sensation.png,shell-ui,,,original,530688,6b29c0d6d24a5e8d,shell-ui:category-sensation.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/category-sensation.png
assets/_originals/images/ui/category-technique.png,shell-ui,,,original,211687,856efdb6c29624ca,shell-ui:category-technique.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/category-technique.png
assets/_originals/images/ui/category-timing.png,shell-ui,,,original,180171,c6938f2a94d4c766,shell-ui:category-timing.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/category-timing.png
assets/_originals/images/ui/daily-discovery.png,shell-ui,,,original,351257,43321f63adc74118,shell-ui:daily-discovery.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/daily-discovery.png
assets/_originals/images/ui/empty-collection.png,shell-ui,,,original,454434,9eb9abf7f6d02f0e,shell-ui:empty-collection.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/empty-collection.png
assets/_originals/images/ui/empty-journal.png,shell-ui,,,original,363921,a44d420a068ba66a,shell-ui:empty-journal.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/empty-journal.png
assets/_originals/images/ui/home-welcome.png,shell-ui,,,original,614234,6aff87b1def43ef6,shell-ui:home-welcome.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/home-welcome.png
assets/_originals/images/ui/insight-pattern.png,shell-ui,,,original,687761,73c965d4fc8bf9db,shell-ui:insight-pattern.png,1,false,false,false,false,unknown,master-archive,,,keep-until-cut,
assets/_originals/images/ui/slide-explore.png,shell-ui,,,original,449275,4beaeea2f1d6a8fd,shell-ui:slide-explore.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/slide-explore.png
assets/_originals/images/ui/slide-name.png,shell-ui,,,original,322140,9acdf9418ec1b194,shell-ui:slide-name.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/slide-name.png
assets/_originals/images/ui/slide-understand.png,shell-ui,,,original,401566,7070754660e8ce63,shell-ui:slide-understand.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/slide-understand.png
assets/_originals/images/ui/tab-home.png,shell-ui,,,original,373112,a8581015defb668c,shell-ui:tab-home.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/tab-home.png
assets/_originals/images/ui/tab-journal.png,shell-ui,,,original,377793,adbda9be72806845,shell-ui:tab-journal.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/tab-journal.png
assets/_originals/images/ui/tab-library.png,shell-ui,,,original,377752,5add96dd93f15130,shell-ui:tab-library.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/tab-library.png
assets/_originals/images/ui/tab-profile.png,shell-ui,,,original,379429,b103bbc8e2171093,shell-ui:tab-profile.png,2,false,false,false,false,unknown,master-archive,,,keep-until-cut,assets/images/ui/tab-profile.png
assets/images/ui/category-anatomy.png,shell-ui,,,shell-production,14274,7036dbeed720846d,shell-ui:category-anatomy.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/category-anatomy.png
assets/images/ui/category-psychological.png,shell-ui,,,shell-production,8571,36036644dbdd1f66,shell-ui:category-psychological.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/category-psychological.png
assets/images/ui/category-sensation.png,shell-ui,,,shell-production,34616,9bc4b4e532ee4153,shell-ui:category-sensation.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/category-sensation.png
assets/images/ui/category-technique.png,shell-ui,,,shell-production,17984,2fa5ee5f4c711d81,shell-ui:category-technique.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/category-technique.png
assets/images/ui/category-timing.png,shell-ui,,,shell-production,10867,5f796a9d68843942,shell-ui:category-timing.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/category-timing.png
assets/images/ui/daily-discovery.png,shell-ui,,,shell-production,6577,7a4f50539edd042c,shell-ui:daily-discovery.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/daily-discovery.png
assets/images/ui/empty-collection.png,shell-ui,,,shell-production,50037,2f471d1e76004b17,shell-ui:empty-collection.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/empty-collection.png
assets/images/ui/empty-journal.png,shell-ui,,,shell-production,9344,61f3a201353ede6f,shell-ui:empty-journal.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/empty-journal.png
assets/images/ui/home-welcome.png,shell-ui,,,shell-production,54269,0d20922ffdff2d77,shell-ui:home-welcome.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/home-welcome.png
assets/images/ui/slide-explore.png,shell-ui,,,shell-production,17529,1202487ab8ba6b9f,shell-ui:slide-explore.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/slide-explore.png
assets/images/ui/slide-name.png,shell-ui,,,shell-production,6198,3dd80753b9d99ecd,shell-ui:slide-name.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/slide-name.png
assets/images/ui/slide-understand.png,shell-ui,,,shell-production,12721,d59d19f530fd2a73,shell-ui:slide-understand.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/slide-understand.png
assets/images/ui/tab-home.png,shell-ui,,,shell-production,8799,a4f7a35928335239,shell-ui:tab-home.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/tab-home.png
assets/images/ui/tab-journal.png,shell-ui,,,shell-production,8777,371cb0f2cb64bd94,shell-ui:tab-journal.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/tab-journal.png
assets/images/ui/tab-library.png,shell-ui,,,shell-production,11063,9e19696ebd056161,shell-ui:tab-library.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/tab-library.png
assets/images/ui/tab-profile.png,shell-ui,,,shell-production,37784,578d0073da9ac5cb,shell-ui:tab-profile.png,2,false,false,false,false,unknown,matches,,,review,assets/_originals/images/ui/tab-profile.png
